Hindi,English
खाने-पीने ,eating and drinking 
रश्क ,Rashk 
रिबनों ,ribbons 
लट्ठे ,logs 
प्रवेशद्वार ,the entrance 
जोंबियों ,zombies 
बँटाना ,to distribute 
बौखला ,freaked out 
जंतु ,Creature 
पां ,p 
बक्शने ,box 
खिलाकर ,by feeding 
बक्शना ,Bakhsana 
कोफ़्ते ,Kofta 
पाक-कला ,Culinary Skills 
दाँतों ,teeth 
जोंबी ,zombie 
धर ,hold 
काठियाँ ,saddles 
पाएँगी ,will get 
घुमाते ,rotating 
कीड़े- ,insects- 
फूटा ,burst 
दोहरे-पापा ,double father 
स्कडू ,scdu 
तरोताज़ा ,Refreshing 
डूबकर ,by drowning 
कूदेंगे ,will jump 
बर्फ़ीले ,icy 
चीखो ,scream 
धरती-हिलाने-वाली ,earth-shaking 
सिखाओगे ,will teach 
कड़ाही ,pan 
बनेगी ,will be made 
उँगली ,finger 
छिपकली ,Lizard 
साक्षी ,Witness 
तबदीली ,transfer 
वृषभ ,taurus 
न्योता ,invitation 
छोड़े ,Leave it 
गाँववाले ,villagers 
छिछोरापन ,shallowness 
अंदाज़ ,style 
झलकता ,glimpsed 
दीन-हीन ,destitute 
गिराओ ,Drop 
पकाऊँगा ,will cook 
मिटायी ,erased 
सिखानी ,to teach 
ऊँघना ,sleeping 
बनोगी ,will become 
आत्मसात ,assimilation 
फरसा-घुमाने ,swinging an axe 
खोऊँगा ,will lose 
सुख-दुख ,happiness and sorrow 
स्थूल ,gross 
भागूँ ,run away 
गाऊँगा ,will sing 
खफ़ा ,upset 
शौर्य ,Shaurya 
सकेगी- ,Will be able to- 
ठंडक ,coolness 
झुलसाने ,to scorch 
पकड़नी ,to catch 
लालन-पालन ,Upbringing 
भिन्डी ,Okra 
शल्यक ,the surgeon 
सजीले ,stylish 
जहाजो ,ships 
सिखा-सिखाकर ,by teaching and teaching 
हालचाल ,movement 
घटने ,decrease 
प्राकृतीक ,Natural 
आकृतियाँ ,Shapes 
लवण ,salt 
तारासमुह ,Constellation 
मिर्ची ,Chili 
पायलेट ,pilot 
उडाने ,to fly 
फ़्रेंचाइज़ ,franchise 
नामलेवा ,nameless 
ताज़ ,Taj 
पिरपथ ,circuit 
अटपटा ,awkward 
मेस्ट्रो ,maestro 
मुच ,much 
भूखमरी ,starvation 
फूलता ,flourishing 
फलता ,flourishing 
दोराय ,Dorai 
दूंढ़ ,find 
आयरलैंड ,Ireland 
उगा ,grow up 
गुम ,missing 
भिंडी ,ladyfinger 
बहुउपयोगी ,versatile 
अगुआई ,leading 
अधीक ,More 
शिष्यों ,disciples 
ठोकते ,knocking 
घूमो ,roam around 
आनुवंशीक ,genetic 
दिखी ,seen 
अपरिमित ,unlimited 
सजीव ,living 
बढ़ती ,increasing 
सरोगेसी ,surrogacy 
ऊर्जस्विता ,energy 
पोषीत ,nurtured 
सिखाऊँ ,teach me 
एकांतवास ,solitude 
अंततोगत्वा ,ultimately 
उलझाऊ ,confuse 
जीनका ,of genes 
आसन ,Posture 
नीशेचीत ,In Niche 
निरादर ,disrespect 
वीस्फोट ,explosion 
जनसँख्या ,population 
खलल ,disturbance 
नीकालने ,to take out 
सिपहसालार ,warlord 
संभावनाए ,possibilities 
स्लेअर ,Slayer 
जीसमे ,in which 
तामझाम ,frills 
समभावनाये ,Sambhavanaye 
कहलाएगी ,will be called 
पुकारूँ ,let's call 
अजनबीं ,stranger 
अलौकीक ,Supernatural 
बनवा ,make 
नाती ,relationship 
रखवालों ,the guardians 
अनपढ़ ,Illiterate 
जैसो ,like 
आज़माने ,to try 
अँगूठा ,thumb 
सैन्यबल ,military force 
नापने ,to measure 
साइज़ ,size 
नाइंसाफ़ी ,injustice 
मज़ ,fun 
हूबहू ,exactly 
पंहुचा ,reached 
सिखाउंगा ,will teach 
सिगनल ,signal 
पढ़ाएगा ,will teach 
सोलर ,Solar 
क्रिसैंथमम ,chrysanthemum 
कुए ,well 
ओह्ह्ह ,ohhh 
बिज्जू ,badger 
क्रशिंग ,crushing 
येहह ,Yeh 
ओओह ,oooh 
डबल-गॉन्ग ,double-gong 
साही ,porcupine 
सैंकड़ो ,hundreds 
हूँगा ,will be 
झपक ,blink 
जुड़ते ,joining 
बढाओ ,increase 
धाँसू ,cool 
रेडिओ ,Radio 
इतेफाक ,coincidence 
पहुँचो ,reach out 
कांफ्रेंस ,conference 
बेशकीमती ,Priceless 
उड़न ,flying 
नक़्शे ,maps 
चटचटाने ,crackling 
हे-हे ,Hey hey 
कोर्डिनेटस ,Coordinates 
सोचें ,think about 
भंजक ,destroyer 
मूषक ,rodent 
हेल्मेट ,helmet 
हहह ,hahh 
डॉल्फ़िन ,dolphin 
पोपकोर्न ,Popcorn 
झगड़ने ,to quarrel 
लफंगे ,jokes 
ख़िलाड़ी ,player 
जलरोधी ,waterproof 
जेसे ,like 
जोखम ,risk 
हेह ,Heh 
बाज़ ,falcon 
कोशश ,The attempt 
किताबो ,books 
चुम्बकत्व ,magnetism 
दिशासूचक ,compass 
कंट्रोलर ,controller 
हटवा ,delete 
विशेस ,Wishes 
दबाये ,press 
हरामखोर ,Basterd 
नरभक्षी ,cannibal 
टीएसी ,tac 
मनोविनोद ,entertainment 
स्टैंड-बाई ,stand-by 
गो-7 ,go-7 
मार्डी ,Mardi 
अधिग्रहण ,acquisition 
लैगून ,lagoon 
ग्रास ,grass 
पूरम ,Pooram 
त्रिशूर ,Thrissur 
दीक्षा ,Initiation 
साक्षरता ,literacy 
कोचिंग ,coaching 
कुकर ,cooker 
डराता ,scares 
अवसाद ,Depression 
पहुंचाता ,delivers 
जीतो ,win 
द्वंद्वयुद्ध ,duel 
गूँज ,echoes 
मार्गों ,routes 
छठे ,sixth 
स्वाति ,Swati 
एथलेटिक ,athletic 
सर्किल ,circle 
कार्डियो ,cardio 
सोचे-समझे ,think carefully 
हाउंगा ,will be 
सुपीरियर ,superior 
सुकरात ,Socrates 
बॉयफ्रेंड ,boyfriend 
व्ही ,V 
खुलना ,opening up 
फेमा ,FEMA 
माहजोंग ,mahjong 
हथगोला ,hand grenade 
जंक ,Junk 
यारों ,guys 
सवारों ,riders 
अरविंद ,Arvind 
विराजें ,sit down 
अछा ,good 
अक्स ,axis 
हूॅं ,am 
स्वीकृत ,Accepted 
म्युचुअल ,mutual 
झींगे ,Prawns 
ड्राई ,dry 
किलर ,killer 
पूडिंग ,pudding 
राइड ,ride 
काँटा ,fork 
हँसने ,to laugh 
आस्तियों ,assets 
झक्की ,jerky 
पशुधन ,livestock 
स्थितियों ,situations 
स्क्रू ,Screw 
चौकों ,squares 
ट्रिपिंग ,tripping 
सरेंडर ,surrender 
चुदाई ,fuck 
निशानेबाजों ,shooters 
परिसंपत्तियों ,assets 
पाँच-पाउँड ,Five-pound 
फुटपाथ ,sidewalk 
सी-4 ,C-4 
मादाओं ,females 
लकीरें ,ridges 
भूमिमार्ग ,land route 
भलामानस ,good mood 
लटकते ,hanging 
खरीदे ,bought 
पाइक ,pike 
गंगा ,Ganges 
अनन्त ,infinite 
बीएआरटी ,BART 
मुरुगन ,Murugan 
जुडवा ,add up 
महाकाव्यों ,epics 
मनुष्यो ,human beings 
कायरता ,cowardice 
सर्जिकल ,surgical 
ध्वनियों ,sounds 
पीसमेकर ,peacemaker 
शांति-वार्ता ,peace talks 
ठिकाना ,hideout 
झगड़ना ,quarrel 
हिमायत ,Advocacy 
विकार ,disorder 
शिशुओं ,babies 
पालिका ,Municipality 
छुपे ,hidden 
वांट ,want 
मंगलौर ,Mangalore 
वेर्नर ,Werner 
हिमायती ,Helpmate 
नेल्सन ,Nelson 
मंडेला ,Mandela 
हिक्की ,hickey 
जयजयकार ,cheers 
विमर्श ,discussion 
ज्योतिष ,Astrology 
निरस्त्र ,disarmed 
प्रतिपादन ,Assertion 
लादना ,to load 
ब्लडी ,bloody 
तैराकों ,swimmers 
यूएफओ ,ufo 
हथियाएं ,grabs 
मझे ,I enjoy 
चहिए ,want 
धुलाई ,Washing 
स्टीवेंसन ,stevenson 
जीक्यू ,gq 
अपलिंक ,uplink 
सिंचाई ,irrigation 
समाजवादी ,socialist 
आरआर ,RR 
इनफ़ ,inf 
एनीथिंग ,anything 
कुट्टन ,Kuttan 
बजाई ,rang 
रणभेरी ,Ranbheri 
मरवाया ,got killed 
सगे ,relatives 
तौर-तरीके ,methods 
जलाए ,burn 
अनुशासनात्मक ,disciplinary 
धारकों ,holders 
एमएलबी ,mlb 
पीजिये ,drink up 
आद्यक्षर ,initials 
संपदा ,property 
खर्चा ,Cost 
डीएम ,DM 
मंत्रियों ,ministers 
हेरफेर ,Manipulation 
आवंटन ,allotment 
प्रान्त ,Province 
उत्तरार्द्ध ,the latter 
.क्या ,.What 
अड़चनों ,bottlenecks 
एमबीएन ,MBN 
बिलाल ,Bilal 
नैटी ,Natty 
आधुनिकता ,Modernity 
राकेश ,Rakesh 
ट्राफियां ,trophies 
प्रायोजक ,Sponsor 
सैमी ,Sammy 
जकारिया ,Zachariah 
गाऊंगा ,will sing 
अंगारा ,ember 
कंद ,Tuber 
लॉटन ,lawton 
एंजेलो ,angelo 
संहारक ,exterminator 
बॉण्ड ,Bond 
बहुभाषी ,multilingual 
ब्रांडों ,brands 
सुलगनेवाला ,smoldering 
फरक ,difference 
श्रीपति ,shripati 
कांस्टेबल ,constable 
आइपॉड ,ipod 
पंजीकरण ,Registration 
कागज़ात ,Papers 
कुआँ ,well 
मोल्ड ,mold 
मोलेक ,Molech 
आईएएस ,I a s 
गोरे ,White 
मैनिंग ,manning 
चूतड़ ,buttocks 
बीकॉम ,BCom 
कार्यक्रमों ,programs 
उबाल ,boil 
राहु ,Rahu 
इक़रारनामा ,Pact 
शट ,shut 
किल्ड ,Killed 
ओबाल ,obal 
कैथलीन ,kathleen 
मुझमे ,in me 
कोष्ठक ,brackets 
ग्लूकोज ,glucose 
गुडी ,Goodies 
कारगिल ,Kargil 
रहां ,stay 
नाओं ,Names 
सहपाठी ,classmate 
पुर्नोत्थान ,restoration 
कार्तिक ,Kartik 
प्राणायाम ,Pranayama 
मगरमच्छ ,Crocodile 
एंथ्रेक्स ,anthrax 
कहेगा ,will say 
ब्रीफिंग ,briefing 
करण ,Karan 
बैरक ,barracks 
ग्रिग्स ,griggs 
भरिये ,fill up 
एम्स ,AIIMS 
रिया ,Riya 
ब्राउज़र ,browser 
stank-गधा ,stank-ass 
स्कूलों ,schools 
ओणम ,Onam 
जोड़ों ,joints 
पंजाबी ,Punjabi 
पु ,PU 
मलयाला ,to Malaya 
विंटेज ,vintage 
लालकृष्ण ,Lal Krishna 
फ्लोट ,float 
अप्पू ,Appu 
ब्लाह ,blah 
रूटिंग ,routing 
गैर-मानवीय ,non-human 
पोर्ट ,port 
सामग्रियों ,materials 
टीना ,Tina 
मीना ,Meena 
गुंडारोधी ,anti hooliganism 
दरजा ,status 
पुरातत्त्ववेत्ता ,Archaeologists 
गंदगी-गायब ,dirt-disappear 
बाबाजी ,Babaji 
माशूका ,of flesh 
शून्यों ,zeros 
खराश ,soreness 
झो ,Zoe 
हरलीन ,Harleen 
ग्रेजुएट ,Graduate 
अंडर ,under 
विचारशील ,thoughtful 
कार्यस्थल ,Workplace 
बरतन ,pan 
विश्वविद्यालयों ,universities 
ढकी ,covered 
प्रारूप ,Format 
ऑस्ट्रेलियाई ,australian 
प्रेरण ,induction 
संताना ,Santana 
वाशिंग ,washing 
येसु ,jesus 
प्रवृत्ति ,trend 
चबाया ,Chewed 
गन्धकी ,Sulfur 
कोलस्लॉ ,Coleslaw 
लौटता ,returning 
अभयारण्य ,sanctuary 
उधारदाताओं ,Lenders 
आध्यात्मिकता ,spirituality 
कास्टिंग ,Casting 
तर्कों ,arguments 
बालचंद्रन ,Balachandran 
